name,stargazerCount,owner,createdAt,updatedAt,language,openPullRequests,mergedPullRequests,releases,openIssues,closedIssues
awesome-cheatsheets,41669,LeCoupa,2017-11-09T02:47:15Z,2025-02-20T22:15:57Z,JavaScript,85,169,0,35,57
Alamofire,41655,Alamofire,2014-07-31T05:56:19Z,2025-02-20T20:05:43Z,Swift,6,650,102,37,2743
edex-ui,41610,GitSquared,2017-01-28T09:35:02Z,2025-02-20T21:21:43Z,JavaScript,0,399,29,6,553
JeecgBoot,41583,jeecgboot,2018-11-26T10:40:00Z,2025-02-20T18:33:38Z,Java,12,88,53,46,6744
yarn,41494,yarnpkg,2016-01-19T17:39:16Z,2025-02-20T20:30:13Z,JavaScript,203,1654,152,1867,4730
monaco-editor,41487,microsoft,2016-06-07T16:56:31Z,2025-02-20T17:13:45Z,JavaScript,45,463,91,616,3134
awesome-design-patterns,41328,DovAmir,2018-06-04T17:47:48Z,2025-02-20T20:35:15Z,Unknown,10,31,0,10,5
acme.sh,41226,acmesh-official,2015-12-26T12:56:33Z,2025-02-20T16:31:26Z,Shell,218,1373,44,1012,2170
prisma,41222,prisma,2019-06-20T13:33:47Z,2025-02-20T21:42:53Z,TypeScript,23,5736,209,2207,8673
LLaMA-Factory,41175,hiyouga,2023-05-28T10:09:12Z,2025-02-20T22:28:28Z,Python,18,395,32,288,5679
FreeDomain,41106,DigitalPlatDev,2024-05-30T13:23:00Z,2025-02-20T14:17:57Z,HTML,0,0,0,0,0
reactjs-interview-questions,41062,sudheerj,2018-05-31T17:17:01Z,2025-02-20T19:11:36Z,HTML,5,157,0,6,101
vue2-elm,41044,bailicangdu,2016-12-23T01:49:20Z,2025-02-20T12:05:53Z,JavaScript,1,21,0,116,512
ChatGLM-6B,41024,THUDM,2023-03-13T12:00:18Z,2025-02-20T16:10:05Z,Python,41,49,0,556,749
what-happens-when,40962,alex,2013-11-07T04:30:06Z,2025-02-20T20:46:36Z,Unknown,1851,108,0,237,53
python-patterns,40956,faif,2012-06-06T21:02:35Z,2025-02-20T22:39:13Z,Python,4,265,0,11,78
metabase,40900,metabase,2015-02-02T19:25:47Z,2025-02-20T22:13:28Z,JavaScript,243,28116,618,3837,17819
GPT-SoVITS,40877,RVC-Boss,2024-01-14T18:05:21Z,2025-02-20T22:34:58Z,Python,61,279,1,705,808
pyenv,40815,pyenv,2012-08-31T06:57:52Z,2025-02-20T20:23:36Z,Makefile,9,936,120,64,1747
dubbo,40739,apache,2012-06-19T07:56:02Z,2025-02-20T14:55:00Z,Java,98,5582,107,794,6338
odoo,40720,odoo,2014-05-13T15:38:58Z,2025-02-20T22:05:38Z,Python,4412,6179,0,3027,15010
styled-components,40676,styled-components,2016-08-16T06:41:32Z,2025-02-20T16:18:59Z,JavaScript,27,953,172,285,2639
spark,40571,apache,2014-02-25T08:00:08Z,2025-02-20T22:12:29Z,Scala,204,7,0,0,0
uv,40564,astral-sh,2023-10-02T20:24:11Z,2025-02-20T22:37:29Z,Rust,118,5763,157,1210,4103
swiper,40545,nolimits4web,2012-03-14T19:11:45Z,2025-02-20T19:57:07Z,HTML,12,592,81,169,5479
nw.js,40492,nwjs,2012-01-04T06:21:10Z,2025-02-20T21:53:04Z,C++,9,575,0,929,6430
uni-app,40426,dcloudio,2018-07-12T08:52:39Z,2025-02-20T09:09:35Z,JavaScript,39,322,0,1053,3638
diagrams,40313,mingrammer,2020-02-02T15:23:24Z,2025-02-20T21:02:14Z,Shell,77,303,43,306,213
LLMs-from-scratch,40253,rasbt,2023-07-23T18:15:57Z,2025-02-20T22:26:42Z,Jupyter Notebook,0,279,0,0,120
vuetify,40234,vuetifyjs,2016-09-12T00:39:35Z,2025-02-20T15:06:14Z,JavaScript,139,4066,577,523,13944
CPlusPlusThings,40222,Light-City,2019-07-14T08:45:45Z,2025-02-20T16:14:19Z,C++,3,72,0,8,218
kong,40179,Kong,2014-11-17T23:56:08Z,2025-02-20T22:33:46Z,Shell,81,6379,144,55,4420
stablediffusion,40146,Stability-AI,2022-11-23T23:59:50Z,2025-02-20T17:27:15Z,Python,52,18,0,242,76
ailearning,40139,apachecn,2017-02-25T08:53:02Z,2025-02-20T13:05:16Z,Python,0,478,2,2,126
maybe,40113,maybe-finance,2024-01-01T22:23:46Z,2025-02-20T22:34:27Z,Dockerfile,7,846,23,44,510
ColossalAI,40072,hpcaitech,2021-10-28T16:19:44Z,2025-02-20T22:31:27Z,Python,42,3618,48,407,1278
sentry,40063,getsentry,2010-08-30T22:06:41Z,2025-02-20T22:18:14Z,Python,239,62602,145,2095,12502
hexo,39995,hexojs,2012-09-23T15:17:08Z,2025-02-20T22:06:23Z,JavaScript,17,932,114,79,3886
fastlane,39905,fastlane,2014-12-02T17:00:38Z,2025-02-20T18:21:08Z,Ruby,212,6212,548,612,12472
autogen,39852,microsoft,2023-08-18T11:43:45Z,2025-02-20T22:38:33Z,JavaScript,45,2062,75,513,1954
black,39614,psf,2018-03-14T19:54:45Z,2025-02-20T22:44:26Z,Python,30,1535,46,343,2325
nvm-windows,39565,coreybutler,2014-09-20T16:37:28Z,2025-02-20T22:00:20Z,Inno Setup,9,107,23,75,817
nanoGPT,39479,karpathy,2022-12-28T00:51:12Z,2025-02-20T21:27:32Z,Python,63,45,0,219,105
iina,39453,iina,2016-12-19T07:18:45Z,2025-02-20T12:40:10Z,Ruby,73,776,44,1726,2304
cobra,39424,spf13,2013-09-03T20:40:26Z,2025-02-20T22:20:55Z,Go,86,608,24,210,970
fanqiang,39208,bannedbook,2015-01-14T00:34:25Z,2025-02-20T18:22:49Z,Batchfile,0,3,3,321,458
termux-app,39102,termux,2015-10-23T09:42:46Z,2025-02-20T21:06:07Z,Java,50,160,91,357,2406
ClickHouse,39097,ClickHouse,2016-06-02T08:28:18Z,2025-02-20T22:39:24Z,CMake,437,44555,626,3802,18999
llama_index,39096,run-llama,2022-11-02T04:24:54Z,2025-02-20T21:54:25Z,Python,45,6080,360,654,5242
cheat.sh,38969,chubin,2017-05-07T21:40:56Z,2025-02-20T21:14:40Z,Python,15,124,0,120,131
tldraw,38928,tldraw,2021-05-09T11:48:37Z,2025-02-20T22:17:53Z,TypeScript,51,2828,59,270,1162
materialize,38869,Dogfalo,2014-09-12T19:35:38Z,2025-02-20T20:46:16Z,CSS,169,449,41,624,4599
airflow,38868,apache,2015-04-13T18:04:58Z,2025-02-20T22:19:33Z,Python,153,24552,93,1113,9637
Deep-Learning-Papers-Reading-Roadmap,38774,floodsung,2016-10-14T11:49:48Z,2025-02-20T19:39:40Z,Python,39,28,0,50,5
tabler,38752,tabler,2018-02-01T09:08:59Z,2025-02-20T17:57:25Z,HTML,16,592,47,36,923
php-src,38689,php,2011-06-16T01:52:25Z,2025-02-20T22:00:01Z,JavaScript,577,3714,7,773,3046
bert,38673,google-research,2018-10-25T22:57:34Z,2025-02-20T20:31:24Z,Python,97,32,0,790,354
vllm,38667,vllm-project,2023-02-09T11:23:20Z,2025-02-20T22:20:51Z,Python,445,4631,50,1288,5338
esbuild,38582,evanw,2016-06-14T16:08:50Z,2025-02-20T22:00:52Z,Makefile,42,235,292,482,3130
v2rayNG,38576,2dust,2019-05-15T02:15:31Z,2025-02-20T19:05:39Z,Kotlin,1,406,226,12,3127
chinese-independent-developer,38576,1c7,2017-09-21T11:08:23Z,2025-02-20T18:40:02Z,Unknown,0,267,0,1,161
chakra-ui,38549,chakra-ui,2019-08-17T14:27:54Z,2025-02-20T21:50:00Z,JavaScript,7,2653,1000,5,3966
video.js,38437,videojs,2010-05-14T18:45:10Z,2025-02-20T19:25:52Z,JavaScript,24,1793,328,539,4792
wrk,38432,wg,2012-03-20T11:12:28Z,2025-02-20T21:06:15Z,Makefile,56,0,0,143,262
cli,38326,cli,2019-10-03T15:24:53Z,2025-02-20T22:05:34Z,Go,24,2383,156,711,3923
50projects50days,38248,bradtraversy,2020-11-16T14:39:01Z,2025-02-20T18:51:38Z,HTML,33,43,0,0,0
markitdown,38226,microsoft,2024-11-13T19:56:40Z,2025-02-20T22:33:02Z,Python,48,78,3,133,37
ragflow,38198,infiniflow,2023-12-12T06:13:13Z,2025-02-20T22:43:26Z,Python,9,2241,21,1066,1470
Made-With-ML,38196,GokuMohandas,2018-11-05T03:44:27Z,2025-02-20T22:01:23Z,Jupyter Notebook,5,147,0,16,57
anything-llm,38146,Mintplex-Labs,2023-06-04T02:29:14Z,2025-02-20T22:46:14Z,Shell,18,854,11,216,1911
bevy,38022,bevyengine,2020-01-18T21:13:55Z,2025-02-20T20:33:17Z,Rust,442,4921,35,2096,4234
mitmproxy,37985,mitmproxy,2010-02-16T04:10:13Z,2025-02-20T20:41:42Z,CSS,33,2527,72,321,3145
English-level-up-tips,37953,byoungd,2017-05-30T07:18:52Z,2025-02-20T22:42:44Z,HTML,1,26,0,27,72
tidb,37948,pingcap,2015-09-06T04:01:52Z,2025-02-20T19:55:18Z,Makefile,1028,31466,205,3744,16359
whisper.cpp,37903,ggerganov,2022-09-25T18:26:37Z,2025-02-20T21:12:08Z,Makefile,79,623,24,808,714
styleguide,37863,google,2015-05-20T19:18:59Z,2025-02-20T20:40:59Z,HTML,67,174,0,109,234
FastChat,37858,lm-sys,2023-03-19T00:18:02Z,2025-02-20T18:50:45Z,Python,120,848,14,799,1063
TTS,37857,coqui-ai,2020-05-20T15:45:28Z,2025-02-20T22:35:30Z,Python,1,467,98,15,1133
zju-icicles,37836,QSCTech,2016-06-28T16:17:32Z,2025-02-20T16:46:04Z,HTML,0,221,0,10,67
MPAndroidChart,37818,PhilJay,2014-04-25T14:29:47Z,2025-02-20T16:12:21Z,Java,128,190,44,2063,2894
typst,37743,typst,2019-09-24T21:41:56Z,2025-02-20T22:46:25Z,Rust,35,1540,21,732,2233
impress.js,37711,impress,2011-12-28T22:23:19Z,2025-02-20T19:30:26Z,CSS,9,121,15,55,426
streamlit,37623,streamlit,2019-08-24T00:14:52Z,2025-02-20T22:44:46Z,Makefile,81,4609,92,947,3876
phaser,37574,phaserjs,2013-04-12T12:27:51Z,2025-02-20T14:16:06Z,JavaScript,11,1704,164,70,4398
gorm,37556,go-gorm,2013-10-25T08:31:38Z,2025-02-20T22:41:00Z,Go,16,730,2,409,5473
EasySpider,37552,NaiboWang,2020-07-18T02:41:27Z,2025-02-20T17:09:40Z,Python,5,40,10,160,444
coolify,37531,coollabsio,2021-01-25T20:54:01Z,2025-02-20T22:38:24Z,JavaScript,34,1429,588,389,1899
zig,37501,ziglang,2015-08-06T00:51:28Z,2025-02-20T21:16:11Z,CMake,245,8502,18,3072,8972
vim,37493,vim,2015-08-18T21:03:56Z,2025-02-20T22:24:27Z,Makefile,50,438,0,1462,7078
expo,37487,expo,2016-08-15T17:14:25Z,2025-02-20T22:22:19Z,Ruby,289,15763,0,503,15199
awesome-compose,37478,docker,2020-02-13T08:51:42Z,2025-02-20T22:42:10Z,Dockerfile,172,149,0,83,40
WeChatMsg,37393,LC044,2023-01-11T05:03:49Z,2025-02-20T19:44:42Z,Python,9,62,33,60,387
quivr,37341,QuivrHQ,2023-05-12T23:53:30Z,2025-02-20T22:34:08Z,Python,19,1798,354,33,1494
jellyfin,37330,jellyfin,2018-12-09T06:36:45Z,2025-02-20T21:56:01Z,C#,146,4465,85,416,6351
free,37301,freefq,2020-06-07T02:48:33Z,2025-02-20T17:13:16Z,Unknown,1,0,0,504,189
Open-Assistant,37238,LAION-AI,2022-12-13T05:24:17Z,2025-02-20T19:14:36Z,Python,65,1616,127,226,1417
TrafficMonitor,37213,zhongyang219,2017-07-30T02:51:17Z,2025-02-20T21:23:00Z,C++,6,52,26,1107,677
freecodecamp.cn,37179,FreeCodeCampChina,2016-09-30T03:13:43Z,2025-02-20T15:38:13Z,JavaScript,11,55,0,140,445
preact,37166,preactjs,2015-09-11T02:40:18Z,2025-02-20T20:55:45Z,JavaScript,84,1800,221,71,1785
memos,37140,usememos,2021-12-08T15:30:18Z,2025-02-20T22:46:10Z,Go,3,1610,75,26,2177
leveldb,37115,google,2014-08-27T21:17:52Z,2025-02-20T12:42:45Z,C++,114,64,21,236,535
tutorials,37021,eugenp,2013-04-29T18:26:36Z,2025-02-20T18:39:10Z,Java,47,12982,0,29,749
bark,36993,suno-ai,2023-04-07T19:34:48Z,2025-02-20T21:32:25Z,Python,21,19,0,221,234
jsoncrack.com,36955,AykutSarac,2022-01-30T15:25:18Z,2025-02-20T22:25:49Z,JavaScript,8,83,20,30,212
shellcheck,36954,koalaman,2012-11-17T03:15:11Z,2025-02-20T19:09:38Z,Haskell,16,286,29,1071,1671
python-cheatsheet,36874,gto76,2018-01-25T04:16:53Z,2025-02-20T18:36:42Z,HTML,18,14,0,5,61
curl,36872,curl,2010-03-18T22:32:22Z,2025-02-20T21:51:17Z,C,39,190,87,15,4882
DeepSpeed,36872,deepspeedai,2020-01-23T18:35:18Z,2025-02-20T17:12:29Z,Python,109,2561,87,1001,1978
ant-design-pro,36818,ant-design,2017-08-25T10:40:44Z,2025-02-20T15:48:05Z,JavaScript,9,972,26,186,9515
interview_internal_reference,36794,0voice,2019-06-10T06:54:19Z,2025-02-20T15:49:43Z,Python,3,35,0,28,18
pure-bash-bible,36794,dylanaraps,2018-06-13T01:39:33Z,2025-02-20T21:58:49Z,Shell,18,28,0,43,33
ultralytics,36787,ultralytics,2022-09-11T16:39:45Z,2025-02-20T21:46:10Z,Python,226,2825,152,749,9639
awesome-remote-job,36781,lukasz-madon,2015-01-02T00:31:34Z,2025-02-20T22:42:38Z,Unknown,2,582,0,2,71
aria2,36723,aria2,2010-11-27T09:41:48Z,2025-02-20T18:35:17Z,Shell,47,252,24,1053,818
freqtrade,36542,freqtrade,2017-05-17T23:48:53Z,2025-02-20T21:55:03Z,Python,17,5543,94,39,4980
tmux,36537,tmux,2015-06-03T23:32:55Z,2025-02-20T21:41:17Z,C,8,1,37,47,3527
penpot,36533,penpot,2015-12-29T22:09:07Z,2025-02-20T22:46:49Z,Clojure,12,3580,46,399,1313
istio,36504,istio,2016-11-18T23:57:21Z,2025-02-20T18:50:57Z,Shell,48,27248,372,483,20029
photoprism,36488,photoprism,2018-01-27T12:00:15Z,2025-02-20T21:49:58Z,Go,34,702,71,476,1783
GFPGAN,36341,TencentARC,2021-03-19T06:18:20Z,2025-02-20T11:45:23Z,Python,25,14,8,353,129
novu,36309,novuhq,2021-08-26T15:22:44Z,2025-02-20T17:59:14Z,TypeScript,56,5082,40,225,1322
JavaFamily,36291,AobingJava,2019-11-12T04:26:18Z,2025-02-20T21:12:23Z,Unknown,0,2,0,3,60
Summer2025-Internships,36241,SimplifyJobs,2020-05-23T20:53:18Z,2025-02-20T22:17:33Z,Unknown,2,1668,0,3,2839
gradio,36219,gradio-app,2018-12-19T08:24:04Z,2025-02-20T22:39:58Z,Python,8,4284,1000,455,4899
OpenBB,36212,OpenBB-finance,2020-12-20T10:46:38Z,2025-02-20T16:53:19Z,Python,19,4019,42,36,2169
manifesto,36126,opentofu,2023-08-13T16:17:24Z,2025-02-20T19:57:53Z,HTML,9,764,0,13,13
AI-For-Beginners,36114,microsoft,2021-03-03T16:27:36Z,2025-02-20T22:18:08Z,Jupyter Notebook,13,167,0,21,101
aspnetcore,36108,dotnet,2014-03-11T06:09:42Z,2025-02-20T22:20:24Z,Batchfile,84,16900,243,3542,32558
Files,36088,files-community,2019-01-04T18:19:14Z,2025-02-20T22:44:39Z,C#,13,5121,123,468,9817
taro,36085,NervJS,2018-04-08T09:32:26Z,2025-02-20T20:28:28Z,JavaScript,83,3270,186,1426,10502
v,36072,vlang,2019-02-08T02:57:06Z,2025-02-20T21:09:41Z,Makefile,17,11638,246,966,8156
trpc,36072,trpc,2020-07-18T01:17:11Z,2025-02-20T20:13:18Z,TypeScript,29,3532,200,106,1079
deeplearningbook-chinese,36067,exacity,2016-12-07T11:46:51Z,2025-02-20T15:36:27Z,TeX,3,16,7,64,138
GitHubDaily,36051,GitHubDaily,2018-12-30T13:56:58Z,2025-02-20T16:15:26Z,Unknown,5,3,0,313,170
tesseract.js,36029,naptha,2015-06-24T02:49:52Z,2025-02-20T16:30:45Z,JavaScript,2,190,55,33,680
wtfpython,36028,satwikkansal,2017-08-28T20:22:19Z,2025-02-20T17:26:29Z,Python,10,109,2,73,142
arthas,35991,alibaba,2018-08-29T17:15:57Z,2025-02-20T15:11:15Z,Java,86,529,58,360,1693
ruff,35989,astral-sh,2022-08-09T17:17:44Z,2025-02-20T22:35:14Z,Rust,90,8946,348,1240,4947
helix,35961,helix-editor,2020-06-01T04:26:56Z,2025-02-20T22:42:10Z,Rust,295,3894,28,705,4190
wtfjs,35949,denysdovhan,2017-07-14T15:42:12Z,2025-02-20T22:00:41Z,JavaScript,25,124,25,19,96
pandoc,35922,jgm,2010-03-20T20:34:23Z,2025-02-20T22:43:25Z,Haskell,81,1638,143,1027,6753
og-aws,35886,open-guides,2016-07-13T17:30:16Z,2025-02-20T18:08:30Z,Shell,19,498,0,140,87
DragGAN,35861,XingangPan,2023-05-18T10:08:02Z,2025-02-20T16:07:05Z,Python,9,18,0,144,46
lerna,35840,lerna,2015-12-04T09:36:55Z,2025-02-20T15:27:42Z,JavaScript,8,978,240,386,2268
MockingBird,35814,babysor,2021-08-07T03:53:39Z,2025-02-20T19:12:50Z,Python,4,81,1,475,411
devdocs,35771,freeCodeCamp,2013-10-24T18:16:07Z,2025-02-20T19:19:52Z,Ruby,34,841,0,181,1017
appsmith,35721,appsmithorg,2020-06-30T04:07:36Z,2025-02-20T21:03:49Z,Dockerfile,76,13264,267,4140,18475
insomnia,35693,Kong,2016-04-23T03:54:26Z,2025-02-20T22:27:36Z,JavaScript,28,3041,495,652,3071
zod,35675,colinhacks,2020-03-07T20:59:08Z,2025-02-20T21:21:10Z,TypeScript,58,532,92,483,1585
fd,35633,sharkdp,2017-05-09T21:27:10Z,2025-02-20T20:12:50Z,Rust,15,611,40,106,770
ray,35536,ray-project,2016-10-25T19:38:30Z,2025-02-20T22:36:53Z,Shell,700,24537,100,3721,15755
daisyui,35508,saadeghi,2020-11-28T22:57:27Z,2025-02-20T22:11:56Z,CSS,9,349,53,118,1580
shadowsocks-android,35486,shadowsocks,2012-12-16T13:40:29Z,2025-02-20T18:16:51Z,Python,4,256,185,42,2460
hello-algorithm,35474,geekxh,2020-05-29T05:47:09Z,2025-02-20T12:29:59Z,Java,0,26,0,12,32
googletest,35472,google,2015-07-28T15:07:53Z,2025-02-20T22:47:31Z,CMake,96,810,10,308,1970
interview,35441,huihut,2018-02-09T09:49:48Z,2025-02-20T22:35:42Z,C,2,35,0,24,40
gym,35426,openai,2016-04-27T14:59:16Z,2025-02-20T22:35:20Z,Shell,12,999,19,112,1726
sheetjs,35399,SheetJS,2012-12-03T19:25:52Z,2025-02-20T12:41:38Z,Unknown,12,106,0,118,2267
fullPage.js,35389,alvarotrigo,2013-09-20T11:58:29Z,2025-02-20T11:37:57Z,CSS,18,315,101,135,3978
koa,35346,koajs,2013-07-20T18:53:45Z,2025-02-20T21:42:48Z,JavaScript,11,501,2,17,894
Flowise,35334,FlowiseAI,2023-03-31T12:23:09Z,2025-02-20T22:14:30Z,JavaScript,40,1058,62,455,1272
date-fns,35332,date-fns,2014-10-06T10:24:22Z,2025-02-20T22:12:55Z,JavaScript,194,1068,122,599,1356
RSSHub,35302,DIYgod,2018-04-02T14:43:21Z,2025-02-20T18:29:24Z,JavaScript,20,10121,0,334,5452
spotube,35241,KRTirtho,2021-02-14T03:17:58Z,2025-02-20T22:39:33Z,Shell,27,231,37,575,971
lottie-android,35200,airbnb,2016-10-06T22:42:42Z,2025-02-20T15:19:14Z,Java,4,702,55,24,1726
nativefier,35083,nativefier,2015-07-05T05:56:42Z,2025-02-20T22:14:32Z,JavaScript,3,261,99,256,982
fiber,35066,gofiber,2020-01-16T03:59:20Z,2025-02-20T22:27:41Z,Go,12,1558,124,96,1389
upscayl,35015,upscayl,2022-07-30T17:19:20Z,2025-02-20T22:46:48Z,Python,6,83,29,51,807
Awesome-Design-Tools,34995,goabstract,2019-02-12T13:55:30Z,2025-02-20T22:43:05Z,JavaScript,80,283,0,16,25
logseq,34989,logseq,2020-05-23T00:06:06Z,2025-02-20T22:42:21Z,JavaScript,50,2984,147,1403,6362
955.WLB,34984,formulahendry,2019-03-27T23:53:37Z,2025-02-20T13:15:51Z,Unknown,20,18,0,180,82
lapce,34983,lapce,2018-02-06T08:41:06Z,2025-02-20T20:48:46Z,Rust,54,1159,31,779,1164
hackathon-starter,34982,sahat,2013-11-13T17:24:12Z,2025-02-20T01:03:06Z,JavaScript,2,326,16,8,651
slidev,34969,slidevjs,2021-04-24T01:25:23Z,2025-02-20T20:32:19Z,JavaScript,11,641,380,114,1015
google-research,34956,google-research,2018-10-04T18:42:48Z,2025-02-20T21:44:11Z,Python,553,29,0,949,335
Pake,34940,tw93,2022-10-14T09:32:57Z,2025-02-20T21:37:03Z,Rust,2,95,31,33,318
awesome-react-native,34936,jondot,2015-03-26T19:58:06Z,2025-02-20T17:12:56Z,Makefile,50,912,0,37,35
carbon,34907,carbon-app,2017-06-16T02:50:28Z,2025-02-20T13:39:51Z,JavaScript,6,669,215,51,627
typeorm,34895,typeorm,2016-02-29T07:41:14Z,2025-02-20T21:09:27Z,TypeScript,140,2026,32,2406,5867
metasploit-framework,34853,rapid7,2011-08-30T06:13:20Z,2025-02-20T22:32:09Z,Ruby,36,10935,0,419,5736
cli,34816,httpie,2012-02-25T12:39:13Z,2025-02-20T22:30:42Z,Makefile,20,406,47,163,718
chatgpt-on-wechat,34802,zhayujie,2022-08-07T08:33:41Z,2025-02-20T21:01:16Z,Python,41,245,61,280,1652
glide,34785,bumptech,2013-07-08T22:52:33Z,2025-02-20T18:35:14Z,Java,21,544,47,541,3918
halo,34781,halo-dev,2018-03-21T12:56:52Z,2025-02-20T20:11:21Z,Java,0,2411,207,347,3781
compose,34770,docker,2013-12-09T11:40:58Z,2025-02-20T21:24:02Z,Shell,11,3275,246,89,7768
ToolJet,34752,ToolJet,2021-03-30T08:51:34Z,2025-02-20T21:41:20Z,HTML,249,5551,283,661,4013
the-way-to-go_ZH_CN,34742,unknwon,2013-03-24T17:18:38Z,2025-02-20T16:46:03Z,Go,21,592,0,0,0
ccxt,34677,ccxt,2017-05-14T15:41:56Z,2025-02-20T21:36:11Z,JavaScript,477,12523,137,913,9657
ChatTTS,34551,2noise,2024-05-27T18:26:49Z,2025-02-20T20:43:45Z,Python,3,210,5,64,544
vim-plug,34549,junegunn,2013-09-10T14:58:51Z,2025-02-20T22:32:02Z,Shell,13,176,8,69,957
system-design,34545,karanpratapsingh,2022-08-15T18:59:54Z,2025-02-20T18:07:20Z,Unknown,1,11,0,1,20
TaskMatrix,34539,chenfei-wu,2023-03-02T09:04:28Z,2025-02-20T20:15:17Z,Python,37,21,0,220,136
HanLP,34441,hankcs,2014-10-09T06:36:16Z,2025-02-20T16:00:03Z,Python,4,79,62,8,1417
node-v0.x-archive,34411,nodejs,2009-05-27T16:29:46Z,2025-02-20T18:08:30Z,Unknown,0,218,0,0,6379
caffe,34228,BVLC,2013-09-12T18:39:48Z,2025-02-20T08:31:28Z,CMake,287,1087,14,900,3899
formik,34149,jaredpalmer,2017-06-14T19:50:59Z,2025-02-20T18:09:46Z,TypeScript,128,829,196,697,1556
cal.com,34146,calcom,2021-03-22T13:47:42Z,2025-02-20T21:33:43Z,JavaScript,171,8891,387,887,6310
clipboard.js,34107,zenorocha,2015-09-18T23:04:55Z,2025-02-20T21:39:55Z,JavaScript,3,117,42,10,616
12306,34010,testerSunshine,2017-05-17T12:23:40Z,2025-02-20T08:37:26Z,Python,56,31,1,225,466
awesome-javascript,33984,sorrycc,2014-07-01T15:59:02Z,2025-02-20T21:10:54Z,Unknown,10,387,0,4,87
gold-miner,33949,xitu,2015-11-04T03:29:13Z,2025-02-20T15:02:22Z,Unknown,1,3563,0,5,5591
nushell,33939,nushell,2019-05-10T16:59:42Z,2025-02-20T22:34:13Z,Rust,37,7313,104,1442,4677
marked,33898,markedjs,2011-07-24T13:15:51Z,2025-02-20T18:48:49Z,JavaScript,2,1489,146,16,1544
spacedrive,33892,spacedriveapp,2021-09-27T05:09:04Z,2025-02-20T19:48:46Z,JavaScript,6,1880,25,111,387
